origin,horizon,source_index,target_index,method,window_length,ridge,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,3,257,260,local_bwar,48.0,0.01,0.13065759688455567,8.4597210257873e-10,1.0,0.0
1,3,258,261,local_bwar,48.0,0.01,0.09808298664676082,7.477844010771439e-10,1.0,0.0
1,3,259,262,local_bwar,48.0,0.01,0.06952078423047958,8.065619190903927e-10,1.0,0.0
1,3,260,263,local_bwar,48.0,0.01,0.08050010543916732,4.2167036792552787e-11,1.0,0.0
1,3,261,264,local_bwar,48.0,0.01,0.11729010566826997,4.499305731457915e-11,1.0,0.0
1,3,262,265,local_bwar,48.0,0.01,0.14235394363906653,9.386947017097751e-10,1.0,0.0
1,3,263,266,local_bwar,48.0,0.01,0.0655885787165668,8.21329134168534e-10,1.0,0.0
1,4,220,224,local_bwar,48.0,0.01,0.11907677449064842,1.1379257337328353e-10,1.0,0.0
1,4,221,225,local_bwar,48.0,0.01,0.10144785064628344,1.0961141561225875e-10,1.0,0.0
1,4,222,226,local_bwar,48.0,0.01,0.11777640704031042,1.0702956240852152e-10,1.0,0.0
1,4,223,227,local_bwar,48.0,0.01,0.08196068741928014,1.0344362860095621e-10,1.0,0.0
1,4,224,228,local_bwar,48.0,0.01,0.0738748580556619,1.0313769375047309e-10,1.0,0.0
1,4,225,229,local_bwar,48.0,0.01,0.1192502364502122,1.0286809378378291e-10,1.0,0.0
1,4,226,230,local_bwar,48.0,0.01,0.12698926041634992,1.064090545511832e-10,1.0,0.0
1,4,227,231,local_bwar,48.0,0.01,0.08474694705353442,1.0631821645568128e-10,1.0,0.0
1,4,228,232,local_bwar,48.0,0.01,0.1406441750938403,1.1040051694190929e-10,1.0,0.0
1,4,229,233,local_bwar,48.0,0.01,0.11848887209389261,1.0944881147254035e-10,1.0,0.0
1,4,230,234,local_bwar,48.0,0.01,0.10408721641543733,1.107483081651525e-10,1.0,0.0
1,4,231,235,local_bwar,48.0,0.01,0.06533681974044356,6.749373691430928e-11,1.0,0.0
1,4,232,236,local_bwar,48.0,0.01,0.09143801673478451,8.971006627263896e-10,1.0,0.0
1,4,233,237,local_bwar,48.0,0.01,0.11765830681151405,6.036738771358502e-10,1.0,0.0
1,4,234,238,local_bwar,48.0,0.01,0.1090410036461367,4.814975875371643e-10,1.0,0.0
